0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
10.0,6.0,0.00011584171443246305,0.00019857939332723618,0.00019012638949789107,0.0001620943221496418,9.723967377794906e-05,0.00014848702994640917,0.0002195243287133053,0.00010669803305063397,0.00011070616164943203,0.00020223221508786082,0.9984486103057861,1.1193185400770744e-06,3.306342932773987e-07,0.0002023743581958115,1.9974469978478737e-05,6.602318171644583e-05,1.1102277994723408e-06,0.999707043170929,1.314814994657354e-07,6.884185950184474e-07,1.2520276868599467e-06,10.0,6.0,1.0,0.0,1.0
11.0,6.0,4.622455526259728e-05,5.423394395620562e-05,6.18437843513675e-05,6.32932860753499e-05,7.602535333717242e-05,4.219109905534424e-05,0.9982258677482605,3.126415685983375e-05,3.09107344946824e-05,3.6171379178995267e-05,0.0013320113066583872,1.0448354714753805e-06,2.2756400142043276e-07,5.0540227675810456e-05,9.441774636798073e-06,2.708496685954742e-05,7.097347065609938e-07,0.9999058246612549,1.493628616344722e-07,3.778417010380508e-07,4.5527513066190295e-06,6.0,6.0,1.0,1.0,0.0
12.0,6.0,0.00010492037836229429,6.0147998738102615e-05,7.53301937947981e-05,3.609473424148746e-05,0.00022508665279019624,4.56455563835334e-05,0.00019819001317955554,3.953519990318455e-05,3.0589035304728895e-05,5.587476698565297e-05,0.9991286396980286,0.001132318051531911,0.00045083556324243546,0.008219144307076931,0.001942574279382825,0.01677078567445278,0.00010698758705984801,0.9703031182289124,6.140249024610966e-05,0.0004306687042117119,0.0005822295206598938,10.0,6.0,1.0,0.0,1.0
13.0,6.0,3.582462886697613e-05,6.24878448434174e-05,4.6511966502293944e-05,7.24454948795028e-05,4.895353049505502e-05,3.637060581240803e-05,0.9987825751304626,3.3455373340984806e-05,3.1865303753875196e-05,2.502656207070686e-05,0.0008244129130616784,5.957560642855242e-05,1.1953066859859973e-05,0.003857393516227603,0.0006889770738780499,0.0019701903220266104,3.566515806596726e-05,0.9930723309516907,0.00020088579913135618,1.2461434380384162e-05,9.05715351109393e-05,6.0,6.0,1.0,1.0,0.0
14.0,6.0,3.964611823903397e-05,3.4365544706815854e-05,3.949750680476427e-05,5.9758556744782254e-05,3.6440600524656475e-05,2.5981646103900857e-05,0.999297022819519,2.0427271010703407e-05,2.9040373192401603e-05,2.668052911758423e-05,0.0003911730309482664,5.851249170518713e-06,1.5203618204395752e-06,0.0003953948325943202,0.00018214840383734554,0.00021668772387783974,7.58608293836005e-05,0.9991129040718079,1.0420593525850563e-06,3.5924470012105303e-06,4.908456958219176e-06,6.0,6.0,1.0,1.0,0.0
15.0,6.0,0.00107590074185282,0.0015769957099109888,0.0016885640798136592,0.002167818369343877,0.0012209576088935137,0.0009717807988636196,0.3164675235748291,0.001212152885273099,0.04006391018629074,0.001212910283356905,0.6323414444923401,0.015532948076725006,0.03218042477965355,0.003622308373451233,0.045709967613220215,0.0006883852183818817,0.0007639885297976434,0.5941379070281982,0.004169728606939316,0.2863537669181824,0.01684059575200081,10.0,6.0,1.0,0.0,1.0
16.0,6.0,1.1394806278985925e-05,1.1979273040196858e-05,1.9852644982165657e-05,3.0623625207226723e-05,1.4595962056773715e-05,1.0545450095378328e-05,0.9996252059936523,8.171686204150319e-06,7.5141956585866865e-06,8.038246960495599e-06,0.0002521274145692587,0.0016606489662081003,0.0007145724957808852,0.04829953983426094,0.0027735414914786816,0.00931074284017086,0.0006141188787296414,0.8628852367401123,0.00011561698192963377,0.07300839573144913,0.0006175710586830974,6.0,6.0,1.0,1.0,0.0
17.0,6.0,8.68995048222132e-05,6.81157034705393e-05,0.00014667600044049323,0.00017478027439210564,8.550102938897908e-05,5.875822898815386e-05,0.9943032264709473,3.5212276998208836e-05,5.181579035706818e-05,5.8440917200641707e-05,0.004930600058287382,0.00043382070725783706,0.0008435251656919718,0.0034295893274247646,0.39688608050346375,0.005004310980439186,0.029259201139211655,0.5585124492645264,0.00014101844863034785,0.005266731139272451,0.00022329269268084317,6.0,6.0,1.0,1.0,0.0
18.0,6.0,5.619715739157982e-05,0.00012509748921729624,5.445849092211574e-05,8.193241228582337e-05,5.380298898671754e-05,5.994303137413226e-05,0.9982625842094421,4.7184625145746395e-05,0.0005691886763088405,4.964530307915993e-05,0.0006400307756848633,0.00018009284394793212,0.0009800218977034092,7.173079939093441e-05,0.00030253728618845344,3.87822074117139e-05,3.522969564073719e-05,0.9832127690315247,3.475738412817009e-05,0.014757166616618633,0.0003869512875098735,6.0,6.0,1.0,1.0,0.0
19.0,6.0,0.0007962044910527766,0.0012118060840293765,0.0018863989971578121,0.03343198820948601,0.002413531532511115,0.006350414827466011,0.6871929168701172,0.0011179442517459393,0.0006410939386114478,0.0010680885752663016,0.2638896107673645,0.0015874560922384262,0.00013153716281522065,0.05562272295355797,0.6280721426010132,0.0024295852053910494,0.015384336933493614,0.25875529646873474,0.03761206194758415,0.0001209699985338375,0.0002838326618075371,6.0,3.0,1.0,1.0,0.0
20.0,6.0,6.562782800756395e-06,1.2987918125872966e-05,9.76224873738829e-06,1.4287513295130339e-05,9.630910426494665e-06,8.207289283745922e-06,0.9998602867126465,5.7710090004547965e-06,1.0893681974266656e-05,6.388771907950286e-06,5.514184886123985e-05,2.2523455811551685e-07,3.5387408559017786e-08,1.515353869763203e-05,8.241373507189564e-06,2.7032478101318702e-05,8.013534170459025e-06,0.9999411106109619,1.001372780251586e-07,9.07104649172652e-08,7.61589262765483e-08,6.0,6.0,1.0,1.0,0.0
21.0,6.0,0.00043970378465019166,0.00036149495281279087,0.0034238549415022135,0.0033627862576395273,0.0004944040556438267,0.0003529020759742707,0.9231877326965332,0.0002103353472193703,0.00014047131116967648,0.0002103425795212388,0.06781597435474396,0.0043372646905481815,0.010466539300978184,0.16240495443344116,0.03568378463387489,0.08492235839366913,0.00760158896446228,0.6874478459358215,0.001048595062457025,0.002561054192483425,0.003526038723066449,6.0,6.0,1.0,1.0,0.0
22.0,6.0,1.3312344890437089e-05,2.9889624784118496e-05,1.3847506124875508e-05,3.665259646368213e-05,2.1122335965628736e-05,1.3368129657465033e-05,0.99965500831604,1.2612879800144583e-05,1.8116825231118128e-05,1.172343581856694e-05,0.00017427807324565947,7.159459300964954e-07,6.22350398771232e-07,1.934000010805903e-06,6.311988727247808e-06,5.864469088123769e-08,4.132980677695741e-07,0.99998939037323,8.944959262180419e-08,4.7217788790021586e-08,4.771594035446469e-07,6.0,6.0,1.0,1.0,0.0
23.0,6.0,4.146244828007184e-05,6.3967818277888e-05,8.244589844252914e-05,4.9843652959680185e-05,0.00010482694779057056,5.037298615206964e-05,0.00011453140177763999,1.8933533283416182e-05,2.8389629733283073e-05,4.627544331015088e-05,0.9993990659713745,0.0010778099531307817,6.950762326596305e-05,0.002294027479365468,0.0011782064102590084,0.018492743372917175,9.134191350312904e-05,0.9758756160736084,0.00012555945431813598,0.00020552596834022552,0.0005897046648897231,10.0,6.0,1.0,0.0,1.0
24.0,6.0,1.9105806131847203e-05,2.352814954065252e-05,2.79853557003662e-05,3.48762005160097e-05,2.3917906219139695e-05,3.081949762417935e-05,0.9995617270469666,1.5179067304416094e-05,2.006030990742147e-05,1.91481267393101e-05,0.00022371625527739525,1.0468265827512369e-06,1.4239583379094256e-06,4.43886274297256e-05,0.000440059753600508,0.00015398277901113033,0.00019525930110830814,0.9991587400436401,1.6644997913317638e-06,1.4245708825910697e-06,1.870234086709388e-06,6.0,6.0,1.0,1.0,0.0
25.0,6.0,0.0003568819956853986,0.000277049868600443,0.0008821020019240677,0.0012641126522794366,0.0008825399563647807,0.0054127308540046215,0.199502632021904,0.00033081203582696617,0.00027596537256613374,0.00028917036252096295,0.7905260324478149,8.013940714590717e-06,2.406445491942577e-05,0.0002061537088593468,0.015303419902920723,0.0005127460462972522,0.9563872218132019,0.027125701308250427,0.00031981183565221727,5.716276973544154e-06,0.00010711619688663632,10.0,5.0,1.0,0.0,1.0
26.0,6.0,3.1831656087888405e-05,4.449349216884002e-05,4.3315987568348646e-05,7.409033423755318e-05,5.1523700676625594e-05,3.447193012107164e-05,0.9992885589599609,2.4108978323056363e-05,3.396909960429184e-05,2.79543710348662e-05,0.0003456471604295075,8.165713552443776e-06,4.798512691195356e-06,0.00017412789748050272,0.003183995606377721,0.00027899109409190714,3.8588452298427e-05,0.9962992072105408,1.472845951866475e-06,7.255301170516759e-06,3.3902135783137055e-06,6.0,6.0,1.0,1.0,0.0
27.0,6.0,0.00014019248192198575,0.00021218214533291757,0.00031997967744246125,0.000377097399905324,0.0004176554793957621,0.0003455679980106652,0.9884868860244751,0.00022376241395249963,0.00018801722035277635,0.00015034721582196653,0.009138299152255058,4.8756806791061535e-05,0.00012357838568277657,0.32171517610549927,0.021194718778133392,0.002010785276070237,0.004990279208868742,0.6493791937828064,0.00024333622423000634,0.00022169666772242635,7.237021054606885e-05,6.0,6.0,1.0,1.0,0.0
28.0,6.0,0.00019471195992082357,0.00043666327837854624,0.0002401177625870332,0.0008643323672004044,0.0009590403642505407,0.0005406669806689024,0.019960802048444748,0.00015739347145427018,0.012075265869498253,0.00018387286399956793,0.964387059211731,4.308182542445138e-05,0.0001812083792174235,0.005973860155791044,0.014667916111648083,0.001923121279105544,0.0020667763892561197,0.9656487703323364,1.6478445104439743e-05,0.009416607208549976,6.214317545527592e-05,10.0,6.0,1.0,0.0,1.0
29.0,6.0,0.0001483798841945827,0.00013695519010070711,0.0001712138910079375,0.00020830998255405575,0.00016336065891664475,0.00012707215500995517,0.9892011880874634,7.569820445496589e-05,0.00010731932707130909,0.0001193507996504195,0.00954102911055088,1.5741126844659448e-05,5.510059781954624e-05,0.0003394970262888819,0.04050906002521515,0.0026967658195644617,0.0009353412897326052,0.9542565941810608,0.00109690276440233,5.437376239569858e-05,4.068310954608023e-05,6.0,6.0,1.0,1.0,0.0
30.0,6.0,5.747937029809691e-05,5.805506953038275e-05,6.405331805581227e-05,9.00097656995058e-05,5.157195482752286e-05,4.153791451244615e-05,0.9991291165351868,3.843442755169235e-05,5.1092403737129644e-05,5.3232630307320505e-05,0.0003653238236438483,1.8197702900124568e-07,8.658243899617446e-08,5.262040758680087e-07,1.5342502592829987e-05,3.618406765326654e-07,5.841121364369428e-08,0.9999828338623047,6.361858595482772e-08,1.8307594018551754e-07,4.2606478700690786e-07,6.0,6.0,1.0,1.0,0.0
31.0,6.0,2.0485253116930835e-05,2.9024313334957696e-05,3.222625673515722e-05,3.279555676272139e-05,2.355102878937032e-05,2.2591420929529704e-05,0.9995476603507996,1.7056934666470625e-05,2.282678906340152e-05,1.6027695892262273e-05,0.00023578054970130324,1.6101648725452833e-06,3.014515073118673e-07,3.324921999592334e-05,1.1871712558786385e-05,1.079378648682905e-06,2.124805632774951e-06,0.9999459981918335,1.2682834267252474e-06,1.364417016702646e-06,1.1149414831379545e-06,6.0,6.0,1.0,1.0,0.0
32.0,6.0,0.00011836805060738698,0.00014041065878700465,0.0002183365577366203,0.0002246325311716646,0.00018997976440005004,0.00020387220138218254,0.9757755994796753,0.00011420206283219159,0.00012906169285997748,0.00012951753160450608,0.0227560643106699,3.0791296012466773e-05,4.204201468382962e-05,0.0017943779239431024,0.003302047261968255,0.000952677452005446,0.000133905719849281,0.9930399656295776,3.3401585824321955e-05,0.00010145029227714986,0.0005693169077858329,6.0,6.0,1.0,1.0,0.0
33.0,6.0,3.2665731851011515e-05,3.919334267266095e-05,3.120215842500329e-05,8.333980076713488e-05,4.9477552238386124e-05,2.2731615899829194e-05,0.9991196990013123,2.315585152246058e-05,3.815530726569705e-05,2.2757014448870905e-05,0.0005376864573918283,4.246365733706625e-06,9.032221896632109e-06,4.7898440243443474e-05,0.00013437152665574104,7.415599247906357e-05,1.8939676010631956e-05,0.9996955394744873,5.279705419525271e-06,5.485341262101429e-06,5.005168986826902e-06,6.0,6.0,1.0,1.0,0.0
34.0,6.0,1.9649585738079622e-05,2.3125310690375045e-05,3.1069193937582895e-05,3.278085569036193e-05,2.3218321075546555e-05,1.5682371667935513e-05,0.9993798732757568,1.728634197206702e-05,1.9609338778536767e-05,1.3462078641168773e-05,0.0004243151634000242,2.822280293912627e-06,8.372006163881451e-07,0.0005045676371082664,0.00037559113116003573,0.00012559232709463686,1.9462706404738128e-05,0.9989650249481201,3.616756885094219e-06,8.389845902456727e-07,1.7199570265802322e-06,6.0,6.0,1.0,1.0,0.0
35.0,6.0,3.9792925235815346e-05,5.3543204558081925e-05,4.988909495295957e-05,8.110258204396814e-05,4.9952031986322254e-05,4.2743926314869896e-05,0.9992566704750061,3.162956272717565e-05,5.7690354879014194e-05,3.6397555959410965e-05,0.00030058238189667463,2.823053364409134e-06,2.719519216043409e-06,5.1139497372787446e-05,3.20736835419666e-05,2.7230707928538322e-05,1.6508331555087352e-06,0.9998725652694702,1.0172145721298875e-06,5.527560006157728e-06,3.2279692732117837e-06,6.0,6.0,1.0,1.0,0.0
36.0,6.0,7.46326259104535e-05,9.858846897259355e-05,7.420324982376769e-05,0.00010279391426593065,8.587507909396663e-05,5.208626316743903e-05,0.9987473487854004,5.1947416068287566e-05,7.95325031504035e-05,7.647939492017031e-05,0.0005564562161453068,2.5294637495676398e-08,1.5496993910346646e-08,1.7126548357282445e-07,6.498824859590968e-06,1.9026113307063497e-07,1.4247372348563658e-07,0.999992847442627,5.47823253427282e-09,8.69440626161122e-08,1.6731304341988107e-08,6.0,6.0,1.0,1.0,0.0
37.0,6.0,6.09448688919656e-05,4.675595846492797e-05,0.00013080646749585867,7.203840505098924e-05,5.5432275985367596e-05,5.980097921565175e-05,0.9987865090370178,3.234017640352249e-05,2.7942431188421324e-05,3.883668250637129e-05,0.0006886346964165568,0.00022072972205933183,9.25865606404841e-06,0.15566442906856537,0.0029140394181013107,0.0028554622549563646,0.001769387861713767,0.8363866209983826,2.9703860491281375e-05,1.2721733583020978e-05,0.00013758681598119438,6.0,6.0,1.0,1.0,0.0
38.0,6.0,1.1731575796147808e-05,1.3611097529064864e-05,1.6547233826713637e-05,3.0712100851815194e-05,1.652690662012901e-05,9.5358200269402e-06,0.9997549653053284,8.270582839031704e-06,9.756083272804972e-06,7.816791367076803e-06,0.00012049642828060314,6.057065547793172e-05,1.4996370509834378e-06,0.0007826045039109886,1.4426484085561242e-05,4.074661774211563e-05,4.171557975496398e-06,0.9989500641822815,1.269489985133987e-06,2.320316525583621e-06,0.000142424221849069,6.0,6.0,1.0,1.0,0.0
39.0,6.0,1.1958700270042755e-05,1.60830622917274e-05,1.7208709323313087e-05,2.805754411383532e-05,1.5944486221997067e-05,1.5056597476359457e-05,0.9996888637542725,7.498201739508659e-06,1.125167909776792e-05,1.2430018614395522e-05,0.000175632128957659,1.0924425623670686e-05,3.448723418841837e-06,0.00023349902767222375,0.00031285962904803455,0.0007768373470753431,7.442883361363783e-05,0.9985740184783936,3.3267515391344205e-06,1.122945150200394e-06,9.424416020920034e-06,6.0,6.0,1.0,1.0,0.0
40.0,6.0,2.458983362885192e-05,4.2876923544099554e-05,3.895586996804923e-05,5.9081517974846065e-05,4.030631316709332e-05,3.008327621500939e-05,0.9993287324905396,2.142551602446474e-05,8.910227188607678e-05,2.5021101464517415e-05,0.000299857318168506,2.7602782211033627e-05,2.5132860173471272e-05,0.0002901041880249977,0.0003381807473488152,6.762162956874818e-05,2.901206426031422e-05,0.9886012673377991,3.1085546652320772e-06,0.010604721494019032,1.3207785741542466e-05,6.0,6.0,1.0,1.0,0.0
41.0,6.0,8.618861465947703e-05,0.00015652592992410064,0.00017030700109899044,0.00012767722364515066,6.509482773253694e-05,7.602413097629324e-05,0.9974504113197327,5.6129756558220834e-05,0.00046907312935218215,7.517354242736474e-05,0.0012673939345404506,0.0014321214985102415,0.0002747687394730747,0.004105105064809322,0.00032619573175907135,9.456108091399074e-05,9.096253052121028e-05,0.030772283673286438,9.836407843977213e-05,0.9626471400260925,0.0001584736310178414,6.0,8.0,1.0,1.0,0.0
42.0,6.0,0.00024597696028649807,0.00043225730769336224,0.0007710031350143254,0.005638163536787033,0.0026129665784537792,0.0006130998372100294,0.0030955264810472727,0.00025358283892273903,0.000203334420803003,0.00019398309814278036,0.9859400987625122,2.5531717255944386e-05,6.721558747813106e-06,0.0008751204586587846,0.0015378540847450495,0.0034036124125123024,2.8550488423206843e-05,0.9939625859260559,5.2012477681273594e-05,7.99940880824579e-06,0.00010000839392887428,10.0,6.0,1.0,0.0,1.0
43.0,6.0,3.2558578823227435e-05,4.398785677039996e-05,4.907012771582231e-05,5.458029409055598e-05,5.929823964834213e-05,3.712406396516599e-05,0.9993624091148376,2.4619221221655607e-05,3.607660983107053e-05,3.3188931411132216e-05,0.00026714522391557693,3.203319693056983e-06,6.36571883205761e-07,0.00030113590764813125,4.3212126911384985e-05,0.0003490307426545769,1.9880687887052773e-06,0.9992892742156982,2.8445776933949674e-07,1.398522158524429e-06,9.781520930118859e-06,6.0,6.0,1.0,1.0,0.0
44.0,6.0,2.243665949208662e-05,2.6389414415461943e-05,4.528260251390748e-05,2.944752122857608e-05,2.2716036255587824e-05,2.1702495359932072e-05,0.9995362758636475,1.1731681297533214e-05,3.2178719266084954e-05,1.3895241863792762e-05,0.00023796746972948313,0.00024156714789569378,3.4827415220206603e-05,0.013098287396132946,0.010931053198873997,0.03166167810559273,0.0038501089438796043,0.9393005967140198,0.0007382342009805143,5.740142660215497e-05,8.616332343081012e-05,6.0,6.0,1.0,1.0,0.0
45.0,6.0,1.3007219422433991e-05,1.2510102351370733e-05,1.5116537724679802e-05,1.787406836228911e-05,2.4298436983372085e-05,1.0403830856375862e-05,0.9997175335884094,7.048996394587448e-06,8.635252015665174e-06,8.672761396155693e-06,0.00016490145935676992,7.26849566490273e-06,3.668262706923997e-06,0.00014478855882771313,0.0001371977268718183,0.0009037494310177863,7.704158633714542e-05,0.9987223744392395,7.693306542932987e-07,1.711125833026017e-06,1.495859009992273e-06,6.0,6.0,1.0,1.0,0.0
46.0,6.0,5.900644464418292e-05,7.942190859466791e-05,7.269762136274949e-05,0.00011645021004369482,7.838209421606734e-05,4.817540684598498e-05,0.9989311099052429,4.452536450116895e-05,5.6619719543959945e-05,4.650061237043701e-05,0.00046715792268514633,2.8907108571729623e-05,7.652912245248444e-06,0.0032191965728998184,0.0029839063063263893,0.029744846746325493,0.00011681316391332075,0.9638397693634033,2.173653047066182e-05,1.0812125765369274e-05,2.6243027605232783e-05,6.0,6.0,1.0,1.0,0.0
47.0,6.0,0.00026310893008485436,0.0003784402506425977,0.0004197225789539516,0.0003070022212341428,0.000270793039817363,0.00032369926339015365,0.8972969055175781,0.00029368523973971605,0.0002202502073487267,0.00025316214305348694,0.09997323900461197,0.0006761130644008517,0.0005957391695119441,0.018689047545194626,0.0442078523337841,0.03292376175522804,0.004282731097191572,0.8904591798782349,0.0049557993188500404,0.00023048848379403353,0.0029793281573802233,6.0,6.0,1.0,1.0,0.0
48.0,6.0,1.5851372154429555e-05,1.777992474671919e-05,2.2581330995308235e-05,3.0644139769719914e-05,1.84751352207968e-05,1.7375670722685754e-05,0.9996102452278137,1.0990578630298842e-05,1.6273321307380684e-05,1.2630249329959042e-05,0.0002271880948683247,0.00010069771087728441,4.4766107748728245e-05,0.0009453745442442596,0.004915114026516676,0.012829014100134373,0.0030359108932316303,0.9770351648330688,0.0008583113085478544,7.540155638707802e-05,0.0001601978874532506,6.0,6.0,1.0,1.0,0.0
49.0,6.0,5.342985605238937e-05,5.1268354582134634e-05,5.839148798258975e-05,8.400022488785908e-05,7.505520625272766e-05,5.229169619269669e-05,0.9989783763885498,3.5146480513503775e-05,4.2253435822203755e-05,3.4423097531544045e-05,0.0005354153690859675,5.431291469903954e-07,1.8820391289864347e-07,8.521399649907835e-06,6.545739324792521e-06,4.9445116019342095e-05,5.414958650362678e-07,0.9999340772628784,3.86234688676268e-08,1.2238628244176653e-07,7.919808098222347e-08,6.0,6.0,1.0,1.0,0.0
50.0,6.0,1.9459426766843535e-05,2.618432517920155e-05,2.7514362955116667e-05,3.121302506770007e-05,2.337515434192028e-05,2.140406650141813e-05,0.9995962977409363,1.7786238458938897e-05,1.951464219018817e-05,1.606840487511363e-05,0.00020131752535235137,1.4242851875678753e-07,1.8261796697061072e-07,3.1840059818932787e-05,0.00011688837548717856,4.8186622734647244e-05,8.982347935670987e-06,0.9997918009757996,8.912885505196755e-07,3.532394998728705e-07,8.648506764075137e-07,6.0,6.0,1.0,1.0,0.0
51.0,6.0,2.104399936797563e-05,2.820957342919428e-05,2.7430689442553557e-05,4.566507050185464e-05,3.0496064937324263e-05,2.4635774025227875e-05,0.9994184970855713,1.7544127331348136e-05,2.4515637051081285e-05,1.7504753486718982e-05,0.00034456889261491597,3.346523953950964e-05,6.200589268701151e-05,0.00013660310651175678,0.0023985602892935276,0.00021121192548889667,0.00031406982452608645,0.9967218041419983,1.418063220626209e-05,2.470656909281388e-05,8.342133514815941e-05,6.0,6.0,1.0,1.0,0.0
52.0,6.0,2.339637649129145e-05,2.6094421627931297e-05,3.3692420402076095e-05,4.344790067989379e-05,2.944411062344443e-05,2.7517815397004597e-05,0.9994776844978333,1.6898304238566197e-05,1.921811417560093e-05,1.9633787815109827e-05,0.00028300509438849986,3.1361234960058937e-06,2.0214804408169584e-06,0.0141530130058527,0.0006108582019805908,0.0013261245330795646,0.00014865344564896077,0.9837348461151123,1.7037375073414296e-05,1.25155099794938e-06,3.001962795678992e-06,6.0,6.0,1.0,1.0,0.0
53.0,6.0,0.0002464032149873674,0.0003806754539255053,0.15245617926120758,0.000564907502848655,0.0013778621796518564,0.001874215085990727,0.00434496346861124,0.003763513872399926,0.00018627537065185606,0.0003686118288896978,0.8344363570213318,2.4130970359692583e-06,1.5635706631655921e-06,0.0014165339525789022,0.0008501854608766735,0.0003015589318238199,0.9024063348770142,0.09496243298053741,5.504038927028887e-05,9.099627504838281e-07,2.9747006919933483e-06,10.0,5.0,1.0,0.0,1.0
54.0,6.0,1.789812813512981e-05,2.5413199182366952e-05,2.2431670004152693e-05,3.520955942803994e-05,2.2402595277526416e-05,1.497649554949021e-05,0.9985413551330566,1.0908703188761137e-05,2.0595041860360652e-05,1.6111904187710024e-05,0.0012726798886433244,2.2187883587321267e-05,6.0934171415283345e-06,0.00031801400473341346,0.00016807520296424627,6.248114368645474e-05,2.5874076527543366e-05,0.9993681311607361,9.400170597473334e-07,1.2452175724320114e-05,1.583792436576914e-05,6.0,6.0,1.0,1.0,0.0
